project_id,project_title,project_description,research_domain,project_type,budget_range,duration_months,team_expertise,location,equipment_name,equipment_category,methodology_name,methodology_type,skill_required,tool_name,tool_category
PRJ_8CBE29,IoT-Based Concrete Strength System for Urban Planning Analysis,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. The system is designed for deployment in resource-constrained environments.,Civil,Computational,5L-20L,12,"Programming, Civil Engineering, Biology","Kolkata, West Bengal",Core Cutter,Lab Instrument,,,,HEC-RAS,Simulation
PRJ_BE2E63,Multi-Modal Earthquake Resistance Assessment System,Development of high-performance recycled aggregate concrete with industrial byproducts and ML prediction of compressive strength. A web dashboard will be developed to present results in real-time.,Civil,Mixed,1L-5L,3,"Programming, Biology, Civil Engineering","Lucknow, Uttar Pradesh",Piezometer,Field Equipment,HEC-RAS Flood Modeling,Computational,Civil Engineering,ArcGIS,Visualization
PRJ_BE2E63,Multi-Modal Earthquake Resistance Assessment System,Development of high-performance recycled aggregate concrete with industrial byproducts and ML prediction of compressive strength. A web dashboard will be developed to present results in real-time.,Civil,Mixed,1L-5L,3,"Programming, Biology, Civil Engineering","Lucknow, Uttar Pradesh",Compression Testing Machine (CTM),Lab Instrument,Monte Carlo Risk Analysis,Computational,Data Analysis,Revit (BIM),Design
PRJ_BE2E63,Multi-Modal Earthquake Resistance Assessment System,Development of high-performance recycled aggregate concrete with industrial byproducts and ML prediction of compressive strength. A web dashboard will be developed to present results in real-time.,Civil,Mixed,1L-5L,3,"Programming, Biology, Civil Engineering","Lucknow, Uttar Pradesh",GPS RTK System,Field Equipment,Non-Destructive Testing (NDT),Experimental,Data Analysis,AutoCAD Civil 3D,Design
PRJ_BE2E63,Multi-Modal Earthquake Resistance Assessment System,Development of high-performance recycled aggregate concrete with industrial byproducts and ML prediction of compressive strength. A web dashboard will be developed to present results in real-time.,Civil,Mixed,1L-5L,3,"Programming, Biology, Civil Engineering","Lucknow, Uttar Pradesh",Core Cutter,Lab Instrument,,,,SAP2000,Simulation
PRJ_AE3F00,Embedded Flood Modeling Controller for Water Supply,Development of high-performance recycled aggregate concrete with industrial byproducts and ML prediction of compressive strength. Data privacy and security considerations are incorporated into the design.,Civil,Computational,5L-20L,24,"Data Analysis, Civil Engineering, Electronics","Chandigarh, Punjab",Schmidt Hammer,Field Equipment,BIM-based Scheduling,Analytical,Data Analysis,SAP2000,Simulation
PRJ_AE3F00,Embedded Flood Modeling Controller for Water Supply,Development of high-performance recycled aggregate concrete with industrial byproducts and ML prediction of compressive strength. Data privacy and security considerations are incorporated into the design.,Civil,Computational,5L-20L,24,"Data Analysis, Civil Engineering, Electronics","Chandigarh, Punjab",Piezometer,Field Equipment,Regression Analysis,Statistical,Civil Engineering,MS Project,Data Analysis
PRJ_AE3F00,Embedded Flood Modeling Controller for Water Supply,Development of high-performance recycled aggregate concrete with industrial byproducts and ML prediction of compressive strength. Data privacy and security considerations are incorporated into the design.,Civil,Computational,5L-20L,24,"Data Analysis, Civil Engineering, Electronics","Chandigarh, Punjab",Traffic Counter Sensor,Field Equipment,Marshall Mix Design,Experimental,Civil Engineering,ETABS,Simulation
PRJ_AE3F00,Embedded Flood Modeling Controller for Water Supply,Development of high-performance recycled aggregate concrete with industrial byproducts and ML prediction of compressive strength. Data privacy and security considerations are incorporated into the design.,Civil,Computational,5L-20L,24,"Data Analysis, Civil Engineering, Electronics","Chandigarh, Punjab",Total Station (Survey),Field Equipment,,,,SPSS,Data Analysis
PRJ_AE3F00,Embedded Flood Modeling Controller for Water Supply,Development of high-performance recycled aggregate concrete with industrial byproducts and ML prediction of compressive strength. Data privacy and security considerations are incorporated into the design.,Civil,Computational,5L-20L,24,"Data Analysis, Civil Engineering, Electronics","Chandigarh, Punjab",Proctor Compaction Test,Lab Instrument,,,,MATLAB,Simulation
PRJ_25E1D4,Deep Learning Approach to Groundwater,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. A web dashboard will be developed to present results in real-time.,Civil,Survey-based,5L-20L,12,"Programming, Electronics, Biology","Coimbatore, Tamil Nadu",Compression Testing Machine (CTM),Lab Instrument,BIM-based Scheduling,Analytical,Programming,SAP2000,Simulation
PRJ_25E1D4,Deep Learning Approach to Groundwater,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. A web dashboard will be developed to present results in real-time.,Civil,Survey-based,5L-20L,12,"Programming, Electronics, Biology","Coimbatore, Tamil Nadu",Proctor Compaction Test,Lab Instrument,Non-Destructive Testing (NDT),Experimental,Programming,SPSS,Data Analysis
PRJ_25E1D4,Deep Learning Approach to Groundwater,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. A web dashboard will be developed to present results in real-time.,Civil,Survey-based,5L-20L,12,"Programming, Electronics, Biology","Coimbatore, Tamil Nadu",Penetrometer,Field Equipment,Regression Analysis,Statistical,Civil Engineering,HEC-RAS,Simulation
PRJ_25E1D4,Deep Learning Approach to Groundwater,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. A web dashboard will be developed to present results in real-time.,Civil,Survey-based,5L-20L,12,"Programming, Electronics, Biology","Coimbatore, Tamil Nadu",Total Station (Survey),Field Equipment,SCADA Monitoring,Experimental,Civil Engineering,MS Project,Data Analysis
PRJ_25E1D4,Deep Learning Approach to Groundwater,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. A web dashboard will be developed to present results in real-time.,Civil,Survey-based,5L-20L,12,"Programming, Electronics, Biology","Coimbatore, Tamil Nadu",GPS RTK System,Field Equipment,,,,,
PRJ_25E1D4,Deep Learning Approach to Groundwater,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. A web dashboard will be developed to present results in real-time.,Civil,Survey-based,5L-20L,12,"Programming, Electronics, Biology","Coimbatore, Tamil Nadu",Traffic Counter Sensor,Field Equipment,,,,,
PRJ_30D459,Deep Learning Approach to Bim,Flood inundation mapping for the Adyar river basin using HEC-RAS 2D model calibrated with satellite imagery and rainfall data. The system is designed for deployment in resource-constrained environments.,Civil,Mixed,5L-20L,24,"Electronics, Biology, Programming","Delhi, NCR",Core Cutter,Lab Instrument,Monte Carlo Risk Analysis,Computational,Civil Engineering,SPSS,Data Analysis
PRJ_30D459,Deep Learning Approach to Bim,Flood inundation mapping for the Adyar river basin using HEC-RAS 2D model calibrated with satellite imagery and rainfall data. The system is designed for deployment in resource-constrained environments.,Civil,Mixed,5L-20L,24,"Electronics, Biology, Programming","Delhi, NCR",Penetrometer,Field Equipment,Marshall Mix Design,Experimental,Data Analysis,MATLAB,Simulation
PRJ_30D459,Deep Learning Approach to Bim,Flood inundation mapping for the Adyar river basin using HEC-RAS 2D model calibrated with satellite imagery and rainfall data. The system is designed for deployment in resource-constrained environments.,Civil,Mixed,5L-20L,24,"Electronics, Biology, Programming","Delhi, NCR",Compression Testing Machine (CTM),Lab Instrument,,,,Python,Programming
PRJ_30D459,Deep Learning Approach to Bim,Flood inundation mapping for the Adyar river basin using HEC-RAS 2D model calibrated with satellite imagery and rainfall data. The system is designed for deployment in resource-constrained environments.,Civil,Mixed,5L-20L,24,"Electronics, Biology, Programming","Delhi, NCR",Strain Gauge,Sensor,,,,,
PRJ_C9FAF5,ML-Driven Structural Analysis Detection Framework,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. The system is designed for deployment in resource-constrained environments.,Civil,Survey-based,1L-5L,3,"Biology, Electronics, Civil Engineering","Kochi, Kerala",Piezometer,Field Equipment,HEC-RAS Flood Modeling,Computational,Data Analysis,MATLAB,Simulation
PRJ_C9FAF5,ML-Driven Structural Analysis Detection Framework,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. The system is designed for deployment in resource-constrained environments.,Civil,Survey-based,1L-5L,3,"Biology, Electronics, Civil Engineering","Kochi, Kerala",Proctor Compaction Test,Lab Instrument,SCADA Monitoring,Experimental,Civil Engineering,AutoCAD Civil 3D,Design
PRJ_C9FAF5,ML-Driven Structural Analysis Detection Framework,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. The system is designed for deployment in resource-constrained environments.,Civil,Survey-based,1L-5L,3,"Biology, Electronics, Civil Engineering","Kochi, Kerala",Schmidt Hammer,Field Equipment,,,,HEC-RAS,Simulation
PRJ_C9FAF5,ML-Driven Structural Analysis Detection Framework,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. The system is designed for deployment in resource-constrained environments.,Civil,Survey-based,1L-5L,3,"Biology, Electronics, Civil Engineering","Kochi, Kerala",Accelerometer,Sensor,,,,ArcGIS,Visualization
PRJ_0DBD24,Multi-Modal Groundwater Assessment System,BIM-integrated construction project scheduling optimization using genetic algorithm for resource leveling in high-rise building projects. The system is designed for deployment in resource-constrained environments.,Civil,Survey-based,5L-20L,18,"Civil Engineering, Biology, Programming","Jaipur, Rajasthan",Drone (Survey Grade),Field Equipment,HEC-RAS Flood Modeling,Computational,Programming,MATLAB,Simulation
PRJ_0DBD24,Multi-Modal Groundwater Assessment System,BIM-integrated construction project scheduling optimization using genetic algorithm for resource leveling in high-rise building projects. The system is designed for deployment in resource-constrained environments.,Civil,Survey-based,5L-20L,18,"Civil Engineering, Biology, Programming","Jaipur, Rajasthan",Triaxial Test Apparatus,Lab Instrument,Non-Destructive Testing (NDT),Experimental,Programming,Revit (BIM),Design
PRJ_0DBD24,Multi-Modal Groundwater Assessment System,BIM-integrated construction project scheduling optimization using genetic algorithm for resource leveling in high-rise building projects. The system is designed for deployment in resource-constrained environments.,Civil,Survey-based,5L-20L,18,"Civil Engineering, Biology, Programming","Jaipur, Rajasthan",Accelerometer,Sensor,,,,Python,Programming
PRJ_0DBD24,Multi-Modal Groundwater Assessment System,BIM-integrated construction project scheduling optimization using genetic algorithm for resource leveling in high-rise building projects. The system is designed for deployment in resource-constrained environments.,Civil,Survey-based,5L-20L,18,"Civil Engineering, Biology, Programming","Jaipur, Rajasthan",Strain Gauge,Sensor,,,,ArcGIS,Visualization
PRJ_0DBD24,Multi-Modal Groundwater Assessment System,BIM-integrated construction project scheduling optimization using genetic algorithm for resource leveling in high-rise building projects. The system is designed for deployment in resource-constrained environments.,Civil,Survey-based,5L-20L,18,"Civil Engineering, Biology, Programming","Jaipur, Rajasthan",Traffic Counter Sensor,Field Equipment,,,,,
PRJ_8DD4E3,Low-Cost Urban Planning Platform for Water Supply,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. Results will be validated against publicly available benchmark datasets.,Civil,Survey-based,5L-20L,3,"Civil Engineering, Electronics, Biology","Jaipur, Rajasthan",Triaxial Test Apparatus,Lab Instrument,Monte Carlo Risk Analysis,Computational,Programming,MS Project,Data Analysis
PRJ_8DD4E3,Low-Cost Urban Planning Platform for Water Supply,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. Results will be validated against publicly available benchmark datasets.,Civil,Survey-based,5L-20L,3,"Civil Engineering, Electronics, Biology","Jaipur, Rajasthan",Penetrometer,Field Equipment,HEC-RAS Flood Modeling,Computational,Programming,AutoCAD Civil 3D,Design
PRJ_8DD4E3,Low-Cost Urban Planning Platform for Water Supply,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. Results will be validated against publicly available benchmark datasets.,Civil,Survey-based,5L-20L,3,"Civil Engineering, Electronics, Biology","Jaipur, Rajasthan",GPS RTK System,Field Equipment,,,,SPSS,Data Analysis
PRJ_8DD4E3,Low-Cost Urban Planning Platform for Water Supply,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. Results will be validated against publicly available benchmark datasets.,Civil,Survey-based,5L-20L,3,"Civil Engineering, Electronics, Biology","Jaipur, Rajasthan",Accelerometer,Sensor,,,,,
PRJ_8DD4E3,Low-Cost Urban Planning Platform for Water Supply,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. Results will be validated against publicly available benchmark datasets.,Civil,Survey-based,5L-20L,3,"Civil Engineering, Electronics, Biology","Jaipur, Rajasthan",Piezometer,Field Equipment,,,,,
PRJ_8DD4E3,Low-Cost Urban Planning Platform for Water Supply,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. Results will be validated against publicly available benchmark datasets.,Civil,Survey-based,5L-20L,3,"Civil Engineering, Electronics, Biology","Jaipur, Rajasthan",Strain Gauge,Sensor,,,,,
PRJ_8DD4E3,Low-Cost Urban Planning Platform for Water Supply,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. Results will be validated against publicly available benchmark datasets.,Civil,Survey-based,5L-20L,3,"Civil Engineering, Electronics, Biology","Jaipur, Rajasthan",Schmidt Hammer,Field Equipment,,,,,
PRJ_90D138,Automated Bim Classification System,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. A web dashboard will be developed to present results in real-time.,Civil,Mixed,20L-1Cr,24,"Civil Engineering, Programming, Electronics","Lucknow, Uttar Pradesh",Strain Gauge,Sensor,Finite Element Analysis (FEA),Computational,Programming,STAAD Pro,Simulation
PRJ_90D138,Automated Bim Classification System,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. A web dashboard will be developed to present results in real-time.,Civil,Mixed,20L-1Cr,24,"Civil Engineering, Programming, Electronics","Lucknow, Uttar Pradesh",Traffic Counter Sensor,Field Equipment,Regression Analysis,Statistical,Data Analysis,HEC-RAS,Simulation
PRJ_90D138,Automated Bim Classification System,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. A web dashboard will be developed to present results in real-time.,Civil,Mixed,20L-1Cr,24,"Civil Engineering, Programming, Electronics","Lucknow, Uttar Pradesh",Triaxial Test Apparatus,Lab Instrument,Marshall Mix Design,Experimental,Civil Engineering,MATLAB,Simulation
PRJ_90D138,Automated Bim Classification System,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. A web dashboard will be developed to present results in real-time.,Civil,Mixed,20L-1Cr,24,"Civil Engineering, Programming, Electronics","Lucknow, Uttar Pradesh",Drone (Survey Grade),Field Equipment,Monte Carlo Risk Analysis,Computational,Data Analysis,Python,Programming
PRJ_D9BA8D,Automated Water Supply Classification System,Development of high-performance recycled aggregate concrete with industrial byproducts and ML prediction of compressive strength. Results will be validated against publicly available benchmark datasets.,Civil,Survey-based,5L-20L,9,"Electronics, Civil Engineering, Data Analysis","Kolkata, West Bengal",Piezometer,Field Equipment,Taguchi Optimization,Statistical,Data Analysis,Revit (BIM),Design
PRJ_D9BA8D,Automated Water Supply Classification System,Development of high-performance recycled aggregate concrete with industrial byproducts and ML prediction of compressive strength. Results will be validated against publicly available benchmark datasets.,Civil,Survey-based,5L-20L,9,"Electronics, Civil Engineering, Data Analysis","Kolkata, West Bengal",Traffic Counter Sensor,Field Equipment,SCADA Monitoring,Experimental,Civil Engineering,ETABS,Simulation
PRJ_D9BA8D,Automated Water Supply Classification System,Development of high-performance recycled aggregate concrete with industrial byproducts and ML prediction of compressive strength. Results will be validated against publicly available benchmark datasets.,Civil,Survey-based,5L-20L,9,"Electronics, Civil Engineering, Data Analysis","Kolkata, West Bengal",Drone (Survey Grade),Field Equipment,Marshall Mix Design,Experimental,Data Analysis,Python,Programming
PRJ_D9BA8D,Automated Water Supply Classification System,Development of high-performance recycled aggregate concrete with industrial byproducts and ML prediction of compressive strength. Results will be validated against publicly available benchmark datasets.,Civil,Survey-based,5L-20L,9,"Electronics, Civil Engineering, Data Analysis","Kolkata, West Bengal",Triaxial Test Apparatus,Lab Instrument,Monte Carlo Risk Analysis,Computational,Data Analysis,MATLAB,Simulation
PRJ_D9BA8D,Automated Water Supply Classification System,Development of high-performance recycled aggregate concrete with industrial byproducts and ML prediction of compressive strength. Results will be validated against publicly available benchmark datasets.,Civil,Survey-based,5L-20L,9,"Electronics, Civil Engineering, Data Analysis","Kolkata, West Bengal",Theodolite,Field Equipment,,,,STAAD Pro,Simulation
PRJ_09FCE9,Smart Construction Management Prediction Using Geotechnical,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. The system is designed for deployment in resource-constrained environments.,Civil,Survey-based,1L-5L,12,"Data Analysis, Electronics, Civil Engineering","Hyderabad, Telangana",Traffic Counter Sensor,Field Equipment,HEC-RAS Flood Modeling,Computational,Programming,SPSS,Data Analysis
PRJ_09FCE9,Smart Construction Management Prediction Using Geotechnical,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. The system is designed for deployment in resource-constrained environments.,Civil,Survey-based,1L-5L,12,"Data Analysis, Electronics, Civil Engineering","Hyderabad, Telangana",Accelerometer,Sensor,Regression Analysis,Statistical,Data Analysis,Revit (BIM),Design
PRJ_09FCE9,Smart Construction Management Prediction Using Geotechnical,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. The system is designed for deployment in resource-constrained environments.,Civil,Survey-based,1L-5L,12,"Data Analysis, Electronics, Civil Engineering","Hyderabad, Telangana",Theodolite,Field Equipment,,,,MATLAB,Simulation
PRJ_09FCE9,Smart Construction Management Prediction Using Geotechnical,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. The system is designed for deployment in resource-constrained environments.,Civil,Survey-based,1L-5L,12,"Data Analysis, Electronics, Civil Engineering","Hyderabad, Telangana",Compression Testing Machine (CTM),Lab Instrument,,,,SAP2000,Simulation
PRJ_09FCE9,Smart Construction Management Prediction Using Geotechnical,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. The system is designed for deployment in resource-constrained environments.,Civil,Survey-based,1L-5L,12,"Data Analysis, Electronics, Civil Engineering","Hyderabad, Telangana",Triaxial Test Apparatus,Lab Instrument,,,,ETABS,Simulation
PRJ_09FCE9,Smart Construction Management Prediction Using Geotechnical,Smart pavement monitoring system using embedded strain gauges and piezoelectric sensors for real-time traffic load characterization. The system is designed for deployment in resource-constrained environments.,Civil,Survey-based,1L-5L,12,"Data Analysis, Electronics, Civil Engineering","Hyderabad, Telangana",Proctor Compaction Test,Lab Instrument,,,,,
PRJ_5F7C92,ML-Driven Groundwater Detection Framework,Development of high-performance recycled aggregate concrete with industrial byproducts and ML prediction of compressive strength. Data privacy and security considerations are incorporated into the design.,Civil,Computational,5L-20L,3,"Biology, Electronics, Data Analysis","Mumbai, Maharashtra",Strain Gauge,Sensor,Regression Analysis,Statistical,Civil Engineering,MATLAB,Simulation
PRJ_5F7C92,ML-Driven Groundwater Detection Framework,Development of high-performance recycled aggregate concrete with industrial byproducts and ML prediction of compressive strength. Data privacy and security considerations are incorporated into the design.,Civil,Computational,5L-20L,3,"Biology, Electronics, Data Analysis","Mumbai, Maharashtra",Compression Testing Machine (CTM),Lab Instrument,Geotechnical Boring,Experimental,Programming,STAAD Pro,Simulation
PRJ_5F7C92,ML-Driven Groundwater Detection Framework,Development of high-performance recycled aggregate concrete with industrial byproducts and ML prediction of compressive strength. Data privacy and security considerations are incorporated into the design.,Civil,Computational,5L-20L,3,"Biology, Electronics, Data Analysis","Mumbai, Maharashtra",Drone (Survey Grade),Field Equipment,Finite Element Analysis (FEA),Computational,Civil Engineering,HEC-RAS,Simulation
PRJ_5F7C92,ML-Driven Groundwater Detection Framework,Development of high-performance recycled aggregate concrete with industrial byproducts and ML prediction of compressive strength. Data privacy and security considerations are incorporated into the design.,Civil,Computational,5L-20L,3,"Biology, Electronics, Data Analysis","Mumbai, Maharashtra",GPS RTK System,Field Equipment,,,,ETABS,Simulation
PRJ_5F7C92,ML-Driven Groundwater Detection Framework,Development of high-performance recycled aggregate concrete with industrial byproducts and ML prediction of compressive strength. Data privacy and security considerations are incorporated into the design.,Civil,Computational,5L-20L,3,"Biology, Electronics, Data Analysis","Mumbai, Maharashtra",Penetrometer,Field Equipment,,,,ArcGIS,Visualization
PRJ_5F7C92,ML-Driven Groundwater Detection Framework,Development of high-performance recycled aggregate concrete with industrial byproducts and ML prediction of compressive strength. Data privacy and security considerations are incorporated into the design.,Civil,Computational,5L-20L,3,"Biology, Electronics, Data Analysis","Mumbai, Maharashtra",Triaxial Test Apparatus,Lab Instrument,,,,,
PRJ_86FDC2,Deep Learning Approach to Construction Management,Flood inundation mapping for the Adyar river basin using HEC-RAS 2D model calibrated with satellite imagery and rainfall data. The project will leverage open-source tools wherever possible to maximize reproducibility.,Civil,Computational,20L-1Cr,24,"Data Analysis, Biology, Civil Engineering","Hyderabad, Telangana",Drone (Survey Grade),Field Equipment,BIM-based Scheduling,Analytical,Programming,MATLAB,Simulation
PRJ_86FDC2,Deep Learning Approach to Construction Management,Flood inundation mapping for the Adyar river basin using HEC-RAS 2D model calibrated with satellite imagery and rainfall data. The project will leverage open-source tools wherever possible to maximize reproducibility.,Civil,Computational,20L-1Cr,24,"Data Analysis, Biology, Civil Engineering","Hyderabad, Telangana",Accelerometer,Sensor,Taguchi Optimization,Statistical,Programming,Python,Programming
PRJ_86FDC2,Deep Learning Approach to Construction Management,Flood inundation mapping for the Adyar river basin using HEC-RAS 2D model calibrated with satellite imagery and rainfall data. The project will leverage open-source tools wherever possible to maximize reproducibility.,Civil,Computational,20L-1Cr,24,"Data Analysis, Biology, Civil Engineering","Hyderabad, Telangana",Strain Gauge,Sensor,,,,SPSS,Data Analysis
PRJ_86FDC2,Deep Learning Approach to Construction Management,Flood inundation mapping for the Adyar river basin using HEC-RAS 2D model calibrated with satellite imagery and rainfall data. The project will leverage open-source tools wherever possible to maximize reproducibility.,Civil,Computational,20L-1Cr,24,"Data Analysis, Biology, Civil Engineering","Hyderabad, Telangana",Piezometer,Field Equipment,,,,ArcGIS,Visualization
PRJ_86FDC2,Deep Learning Approach to Construction Management,Flood inundation mapping for the Adyar river basin using HEC-RAS 2D model calibrated with satellite imagery and rainfall data. The project will leverage open-source tools wherever possible to maximize reproducibility.,Civil,Computational,20L-1Cr,24,"Data Analysis, Biology, Civil Engineering","Hyderabad, Telangana",Triaxial Test Apparatus,Lab Instrument,,,,,
PRJ_86FDC2,Deep Learning Approach to Construction Management,Flood inundation mapping for the Adyar river basin using HEC-RAS 2D model calibrated with satellite imagery and rainfall data. The project will leverage open-source tools wherever possible to maximize reproducibility.,Civil,Computational,20L-1Cr,24,"Data Analysis, Biology, Civil Engineering","Hyderabad, Telangana",Core Cutter,Lab Instrument,,,,,
PRJ_86FDC2,Deep Learning Approach to Construction Management,Flood inundation mapping for the Adyar river basin using HEC-RAS 2D model calibrated with satellite imagery and rainfall data. The project will leverage open-source tools wherever possible to maximize reproducibility.,Civil,Computational,20L-1Cr,24,"Data Analysis, Biology, Civil Engineering","Hyderabad, Telangana",Proctor Compaction Test,Lab Instrument,,,,,
PRJ_FF6EA0,Deep Learning Approach to Earthquake Resistance,Flood inundation mapping for the Adyar river basin using HEC-RAS 2D model calibrated with satellite imagery and rainfall data. Data privacy and security considerations are incorporated into the design.,Civil,Survey-based,1L-5L,9,"Civil Engineering, Data Analysis, Electronics","Bhubaneswar, Odisha",GPS RTK System,Field Equipment,HEC-RAS Flood Modeling,Computational,Programming,ETABS,Simulation
PRJ_FF6EA0,Deep Learning Approach to Earthquake Resistance,Flood inundation mapping for the Adyar river basin using HEC-RAS 2D model calibrated with satellite imagery and rainfall data. Data privacy and security considerations are incorporated into the design.,Civil,Survey-based,1L-5L,9,"Civil Engineering, Data Analysis, Electronics","Bhubaneswar, Odisha",Traffic Counter Sensor,Field Equipment,Regression Analysis,Statistical,Programming,HEC-RAS,Simulation
PRJ_FF6EA0,Deep Learning Approach to Earthquake Resistance,Flood inundation mapping for the Adyar river basin using HEC-RAS 2D model calibrated with satellite imagery and rainfall data. Data privacy and security considerations are incorporated into the design.,Civil,Survey-based,1L-5L,9,"Civil Engineering, Data Analysis, Electronics","Bhubaneswar, Odisha",Piezometer,Field Equipment,SCADA Monitoring,Experimental,Programming,MATLAB,Simulation
PRJ_FF6EA0,Deep Learning Approach to Earthquake Resistance,Flood inundation mapping for the Adyar river basin using HEC-RAS 2D model calibrated with satellite imagery and rainfall data. Data privacy and security considerations are incorporated into the design.,Civil,Survey-based,1L-5L,9,"Civil Engineering, Data Analysis, Electronics","Bhubaneswar, Odisha",Accelerometer,Sensor,,,,STAAD Pro,Simulation
PRJ_FF6EA0,Deep Learning Approach to Earthquake Resistance,Flood inundation mapping for the Adyar river basin using HEC-RAS 2D model calibrated with satellite imagery and rainfall data. Data privacy and security considerations are incorporated into the design.,Civil,Survey-based,1L-5L,9,"Civil Engineering, Data Analysis, Electronics","Bhubaneswar, Odisha",Proctor Compaction Test,Lab Instrument,,,,SPSS,Data Analysis
PRJ_2F04B0,Multi-Modal Groundwater Assessment System,Structural health monitoring of a pre-stressed concrete bridge using IoT-based vibration sensors and ML-based damage classification. The system is designed for deployment in resource-constrained environments.,Civil,Mixed,5L-20L,6,"Civil Engineering, Electronics, Programming","Kochi, Kerala",Drone (Survey Grade),Field Equipment,Non-Destructive Testing (NDT),Experimental,Programming,HEC-RAS,Simulation
PRJ_2F04B0,Multi-Modal Groundwater Assessment System,Structural health monitoring of a pre-stressed concrete bridge using IoT-based vibration sensors and ML-based damage classification. The system is designed for deployment in resource-constrained environments.,Civil,Mixed,5L-20L,6,"Civil Engineering, Electronics, Programming","Kochi, Kerala",Proctor Compaction Test,Lab Instrument,Finite Element Analysis (FEA),Computational,Civil Engineering,MATLAB,Simulation
PRJ_2F04B0,Multi-Modal Groundwater Assessment System,Structural health monitoring of a pre-stressed concrete bridge using IoT-based vibration sensors and ML-based damage classification. The system is designed for deployment in resource-constrained environments.,Civil,Mixed,5L-20L,6,"Civil Engineering, Electronics, Programming","Kochi, Kerala",Compression Testing Machine (CTM),Lab Instrument,Geotechnical Boring,Experimental,Data Analysis,Revit (BIM),Design
PRJ_2F04B0,Multi-Modal Groundwater Assessment System,Structural health monitoring of a pre-stressed concrete bridge using IoT-based vibration sensors and ML-based damage classification. The system is designed for deployment in resource-constrained environments.,Civil,Mixed,5L-20L,6,"Civil Engineering, Electronics, Programming","Kochi, Kerala",GPS RTK System,Field Equipment,Regression Analysis,Statistical,Civil Engineering,MS Project,Data Analysis
PRJ_2F04B0,Multi-Modal Groundwater Assessment System,Structural health monitoring of a pre-stressed concrete bridge using IoT-based vibration sensors and ML-based damage classification. The system is designed for deployment in resource-constrained environments.,Civil,Mixed,5L-20L,6,"Civil Engineering, Electronics, Programming","Kochi, Kerala",Theodolite,Field Equipment,,,,SAP2000,Simulation
PRJ_2F04B0,Multi-Modal Groundwater Assessment System,Structural health monitoring of a pre-stressed concrete bridge using IoT-based vibration sensors and ML-based damage classification. The system is designed for deployment in resource-constrained environments.,Civil,Mixed,5L-20L,6,"Civil Engineering, Electronics, Programming","Kochi, Kerala",Triaxial Test Apparatus,Lab Instrument,,,,,
PRJ_2F04B0,Multi-Modal Groundwater Assessment System,Structural health monitoring of a pre-stressed concrete bridge using IoT-based vibration sensors and ML-based damage classification. The system is designed for deployment in resource-constrained environments.,Civil,Mixed,5L-20L,6,"Civil Engineering, Electronics, Programming","Kochi, Kerala",Penetrometer,Field Equipment,,,,,
PRJ_846F63,Embedded Traffic Flow Controller for Groundwater,Structural health monitoring of a pre-stressed concrete bridge using IoT-based vibration sensors and ML-based damage classification. The methodology includes a rigorous statistical validation framework.,Civil,Mixed,5L-20L,18,"Biology, Programming, Civil Engineering","Jaipur, Rajasthan",Schmidt Hammer,Field Equipment,Marshall Mix Design,Experimental,Programming,SPSS,Data Analysis
